pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def,sense1_topic,sense2_topic,topic_similarity
n,consequence.n.3,consequence.n.1,consequence.n.3,consequence.n.1,having important effects or influence,having important effects or influence,a phenomenon that follows and is caused by some previous phenomenon,a phenomenon that follows and is caused by some previous phenomenon,tf_idfBNC_filt.consequence.n.3.txt,tf_idfBNC_filt.consequence.n.1.txt,0.6100287198950815
n,consequence.n.3,consequence.n.2,consequence.n.3,consequence.n.2,having important effects or influence,having important effects or influence,the outcome of an event especially as relative to an individual,the outcome of an event especially as relative to an individual,tf_idfBNC_filt.consequence.n.3.txt,tf_idfBNC_filt.consequence.n.2.txt,0.6101405502320577
n,consequence.n.1,consequence.n.2,consequence.n.1,consequence.n.2,a phenomenon that follows and is caused by some previous phenomenon,a phenomenon that follows and is caused by some previous phenomenon,the outcome of an event especially as relative to an individual,the outcome of an event especially as relative to an individual,tf_idfBNC_filt.consequence.n.1.txt,tf_idfBNC_filt.consequence.n.2.txt,0.9438975131015038
n,component.n.1,component.n.3,component.n.1,component.n.3,an abstract part of something,an abstract part of something:,an artifact that is one of the individual parts of which a composite entity is made up; especially a part that can be separated from or attached to a system,an artifact that is one of the individual parts of which a composite entity is made up; especially a part that can be separated from or attached to a system:,tf_idfBNC_filt.component.n.1.txt,tf_idfBNC_filt.component.n.3.txt,0.648448403122798
n,grief.n.1,grief.n.2,grief.n.1,grief.n.2,intense sorrow caused by loss of a loved one (especially by death),intense sorrow caused by loss of a loved one (especially by death),something that causes great unhappiness,something that causes great unhappiness,tf_idfBNC_filt.grief.n.1.txt,tf_idfBNC_filt.grief.n.2.txt,0.8390223372266244
n,station.n.1,station.n.2,station.n.1,place.n.10,a facility equipped with special equipment and personnel for a particular purpose,a building equipped with special equipment and personnel for a particular purpose,proper or designated social situation,proper or designated social situation:,tf_idfBNC_filt.station.n.1.txt,tf_idfBNC_filt.place.n.10.txt,0.7372960098122118
n,station.n.1,station.n.3,station.n.1,station.n.3,a facility equipped with special equipment and personnel for a particular purpose,a building equipped with special equipment and personnel for a particular purpose,(nautical) the location to which a ship or fleet is assigned for duty,(Navy) the location to which a ship or fleet is assigned for duty,tf_idfBNC_filt.station.n.1.txt,tf_idfBNC_filt.station.n.3.txt,0.7658264231766416
n,station.n.1,station.n.4,station.n.1,post.n.1,a facility equipped with special equipment and personnel for a particular purpose,a building equipped with special equipment and personnel for a particular purpose,the position where someone (as a guard or sentry) stands or is assigned to stand,the position where something or someone (as a guard or sentry) stands or is assigned to stand:,tf_idfBNC_filt.station.n.1.txt,tf_idfBNC_filt.post.n.1.txt,0.7299222804383658
n,station.n.2,station.n.3,place.n.10,station.n.3,proper or designated social situation,proper or designated social situation:,(nautical) the location to which a ship or fleet is assigned for duty,(Navy) the location to which a ship or fleet is assigned for duty,tf_idfBNC_filt.place.n.10.txt,tf_idfBNC_filt.station.n.3.txt,0.9814311887271199
n,station.n.2,station.n.4,place.n.10,post.n.1,proper or designated social situation,proper or designated social situation:,the position where someone (as a guard or sentry) stands or is assigned to stand,the position where something or someone (as a guard or sentry) stands or is assigned to stand:,tf_idfBNC_filt.place.n.10.txt,tf_idfBNC_filt.post.n.1.txt,0.9558584867843559
n,station.n.3,station.n.4,station.n.3,post.n.1,(nautical) the location to which a ship or fleet is assigned for duty,(Navy) the location to which a ship or fleet is assigned for duty,the position where someone (as a guard or sentry) stands or is assigned to stand,the position where something or someone (as a guard or sentry) stands or is assigned to stand:,tf_idfBNC_filt.station.n.3.txt,tf_idfBNC_filt.post.n.1.txt,0.9106498903770672
n,incident.n.1,incident.n.2,incident.n.1,incident.n.2,a single distinct event,a single distinct event,a public disturbance,a public disturbance:,tf_idfBNC_filt.incident.n.1.txt,tf_idfBNC_filt.incident.n.2.txt,0.7741563410201868
n,dawn.n.3,dawn.n.1,dawn.n.3,dawn.n.1,an opening time period,an opening time period,the first light of day,the first light of day,tf_idfBNC_filt.dawn.n.3.txt,tf_idfBNC_filt.dawn.n.1.txt,0.7971840696574335
n,dawn.n.3,dawn.n.2,dawn.n.3,dawn.n.2,an opening time period,an opening time period,the earliest period,the earliest period:,tf_idfBNC_filt.dawn.n.3.txt,tf_idfBNC_filt.dawn.n.2.txt,0.6543126488970337
n,dawn.n.1,dawn.n.2,dawn.n.1,dawn.n.2,the first light of day,the first light of day,the earliest period,the earliest period:,tf_idfBNC_filt.dawn.n.1.txt,tf_idfBNC_filt.dawn.n.2.txt,0.9038816775410143
n,club.n.2,club.n.3,club.n.2,club.n.3,a formal association of people with similar interests,a formal association of people with similar interests,stout stick that is larger at one end,stout stick that is larger at one end,tf_idfBNC_filt.club.n.2.txt,tf_idfBNC_filt.club.n.3.txt,0.7546269620493731
n,club.n.2,club.n.6,club.n.2,club.n.6,a formal association of people with similar interests,a formal association of people with similar interests,a playing card in the minor suit that has one or more black trefoils on it,a playing card in the minor suit of clubs (having one or more black trefoils on it),tf_idfBNC_filt.club.n.2.txt,tf_idfBNC_filt.club.n.6.txt,0.6850669014691858
n,club.n.3,club.n.6,club.n.3,club.n.6,stout stick that is larger at one end,stout stick that is larger at one end,a playing card in the minor suit that has one or more black trefoils on it,a playing card in the minor suit of clubs (having one or more black trefoils on it),tf_idfBNC_filt.club.n.3.txt,tf_idfBNC_filt.club.n.6.txt,0.9677848118519875
n,submarine.n.1,submarine.n.2,submarine.n.1,bomber.n.2,a submersible warship usually armed with torpedoes,a submersible warship usually armed with torpedos,a large sandwich made of a long crusty roll split lengthwise and filled with meats and cheese (and tomato and onion and lettuce and condiments); different names are used in different sections of the United States,a large sandwich made of a long crusty roll split lengthwise and filled with meats and cheese (and tomato and onion and lettuce and condiments); different names are used in different sections of the United States,tf_idfBNC_filt.submarine.n.1.txt,tf_idfBNC_filt.bomber.n.2.txt,0.8865377206085905
n,article.n.1,article.n.2,article.n.1,article.n.2,nonfictional prose forming an independent part of a publication,nonfictional prose forming an independent part of a publication,one of a class of artifacts,one of a class of artifacts,tf_idfBNC_filt.article.n.1.txt,tf_idfBNC_filt.article.n.2.txt,0.9644931270728332
n,article.n.1,article.n.4,article.n.1,article.n.4,nonfictional prose forming an independent part of a publication,nonfictional prose forming an independent part of a publication,(grammar) a determiner that may indicate the specificity of reference of a noun phrase,(Grammar) a determiner that may indicate the specificity of reference of a noun phrase,tf_idfBNC_filt.article.n.1.txt,tf_idfBNC_filt.article.n.4.txt,0.93423427269314
n,article.n.2,article.n.4,article.n.2,article.n.4,one of a class of artifacts,one of a class of artifacts,(grammar) a determiner that may indicate the specificity of reference of a noun phrase,(Grammar) a determiner that may indicate the specificity of reference of a noun phrase,tf_idfBNC_filt.article.n.2.txt,tf_idfBNC_filt.article.n.4.txt,0.8301196992652691
n,ramp.n.1,ramp.n.2,ramp.n.1,ramp.n.2,an inclined surface connecting two levels,an inclined surface or roadway that moves traffic from one level to another,North American perennial having a slender bulb and whitish flowers,North American perennial having a slender bulb and whitish flowers,tf_idfBNC_filt.ramp.n.1.txt,tf_idfBNC_filt.ramp.n.2.txt,0.9137705959210847
n,share.n.1,share.n.2,share.n.1,share.n.2,any of the equal portions into which the capital stock of a corporation is divided and ownership of which is evidenced by a stock certificate,any of the equal portions into which the capital stock of a corporation is divided and ownership of which is evidenced by a stock certificate,assets belonging to or due to or contributed by an individual person or group,an asset belonging to or due to or contributed by an individual person or group,tf_idfBNC_filt.share.n.1.txt,tf_idfBNC_filt.share.n.2.txt,0.9137474992454908
n,share.n.1,share.n.3,share.n.1,parcel.n.2,any of the equal portions into which the capital stock of a corporation is divided and ownership of which is evidenced by a stock certificate,any of the equal portions into which the capital stock of a corporation is divided and ownership of which is evidenced by a stock certificate,the allotment of some amount by dividing something,the result of parcelling out or sharing,tf_idfBNC_filt.share.n.1.txt,tf_idfBNC_filt.parcel.n.2.txt,0.738837288212498
n,share.n.1,share.n.4,share.n.1,contribution.n.1,any of the equal portions into which the capital stock of a corporation is divided and ownership of which is evidenced by a stock certificate,any of the equal portions into which the capital stock of a corporation is divided and ownership of which is evidenced by a stock certificate,any one of a number of individual efforts in a common endeavor,any one of a number of individual efforts in a common endeavor:,tf_idfBNC_filt.share.n.1.txt,tf_idfBNC_filt.contribution.n.1.txt,0.8548710982901747
n,share.n.2,share.n.3,share.n.2,parcel.n.2,assets belonging to or due to or contributed by an individual person or group,an asset belonging to or due to or contributed by an individual person or group,the allotment of some amount by dividing something,the result of parcelling out or sharing,tf_idfBNC_filt.share.n.2.txt,tf_idfBNC_filt.parcel.n.2.txt,0.7250526381817071
n,share.n.2,share.n.4,share.n.2,contribution.n.1,assets belonging to or due to or contributed by an individual person or group,an asset belonging to or due to or contributed by an individual person or group,any one of a number of individual efforts in a common endeavor,any one of a number of individual efforts in a common endeavor:,tf_idfBNC_filt.share.n.2.txt,tf_idfBNC_filt.contribution.n.1.txt,0.9646548553851902
n,share.n.3,share.n.4,parcel.n.2,contribution.n.1,the allotment of some amount by dividing something,the result of parcelling out or sharing,any one of a number of individual efforts in a common endeavor,any one of a number of individual efforts in a common endeavor:,tf_idfBNC_filt.parcel.n.2.txt,tf_idfBNC_filt.contribution.n.1.txt,0.7943016804229688
n,window.n.8,window.n.2,window.n.7,window.n.2,(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen,(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen,a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened,a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened,tf_idfBNC_filt.window.n.7.txt,tf_idfBNC_filt.window.n.2.txt,0.9622669508443152
n,window.n.8,window.n.3,window.n.7,window.n.3,(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen,(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen,a transparent panel (as of an envelope) inserted in an otherwise opaque material,a transparent panel (as of an envelope) inserted in an otherwise opaque material,tf_idfBNC_filt.window.n.7.txt,tf_idfBNC_filt.window.n.3.txt,0.908675031943762
n,window.n.8,window.n.6,window.n.7,windowpane.n.1,(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen,(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen,a pane of glass in a window,a pane in a window,tf_idfBNC_filt.window.n.7.txt,tf_idfBNC_filt.windowpane.n.1.txt,0.8179151940368337
n,window.n.8,window.n.1,window.n.7,window.n.1,(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen,(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen,a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air,a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air,tf_idfBNC_filt.window.n.7.txt,tf_idfBNC_filt.window.n.1.txt,0.9002492419836252
n,window.n.8,window.n.4,window.n.7,window.n.4,(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen,(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen,an opening that resembles a window in appearance or function,an opening that resembles a window in appearance or function,tf_idfBNC_filt.window.n.7.txt,tf_idfBNC_filt.window.n.4.txt,0.9271700043728544
n,window.n.8,window.n.7,window.n.7,window.n.6,(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen,(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen,an opening in the wall of a building (usually to admit light and air),an open space in the wall of a building (usually to admit light and air),tf_idfBNC_filt.window.n.7.txt,tf_idfBNC_filt.window.n.6.txt,0.9637070638906958
n,window.n.2,window.n.3,window.n.2,window.n.3,a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened,a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened,a transparent panel (as of an envelope) inserted in an otherwise opaque material,a transparent panel (as of an envelope) inserted in an otherwise opaque material,tf_idfBNC_filt.window.n.2.txt,tf_idfBNC_filt.window.n.3.txt,0.9221670896751389
n,window.n.2,window.n.6,window.n.2,windowpane.n.1,a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened,a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened,a pane of glass in a window,a pane in a window,tf_idfBNC_filt.window.n.2.txt,tf_idfBNC_filt.windowpane.n.1.txt,0.787024590155457
n,window.n.2,window.n.1,window.n.2,window.n.1,a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened,a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened,a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air,a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air,tf_idfBNC_filt.window.n.2.txt,tf_idfBNC_filt.window.n.1.txt,0.9296746921146032
n,window.n.2,window.n.4,window.n.2,window.n.4,a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened,a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened,an opening that resembles a window in appearance or function,an opening that resembles a window in appearance or function,tf_idfBNC_filt.window.n.2.txt,tf_idfBNC_filt.window.n.4.txt,0.9702300668825969
n,window.n.2,window.n.7,window.n.2,window.n.6,a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened,a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened,an opening in the wall of a building (usually to admit light and air),an open space in the wall of a building (usually to admit light and air),tf_idfBNC_filt.window.n.2.txt,tf_idfBNC_filt.window.n.6.txt,0.992154551400168
n,window.n.3,window.n.6,window.n.3,windowpane.n.1,a transparent panel (as of an envelope) inserted in an otherwise opaque material,a transparent panel (as of an envelope) inserted in an otherwise opaque material,a pane of glass in a window,a pane in a window,tf_idfBNC_filt.window.n.3.txt,tf_idfBNC_filt.windowpane.n.1.txt,0.9132415166350949
n,window.n.3,window.n.1,window.n.3,window.n.1,a transparent panel (as of an envelope) inserted in an otherwise opaque material,a transparent panel (as of an envelope) inserted in an otherwise opaque material,a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air,a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air,tf_idfBNC_filt.window.n.3.txt,tf_idfBNC_filt.window.n.1.txt,0.8389114381692278
n,window.n.3,window.n.4,window.n.3,window.n.4,a transparent panel (as of an envelope) inserted in an otherwise opaque material,a transparent panel (as of an envelope) inserted in an otherwise opaque material,an opening that resembles a window in appearance or function,an opening that resembles a window in appearance or function,tf_idfBNC_filt.window.n.3.txt,tf_idfBNC_filt.window.n.4.txt,0.937231139378518
n,window.n.3,window.n.7,window.n.3,window.n.6,a transparent panel (as of an envelope) inserted in an otherwise opaque material,a transparent panel (as of an envelope) inserted in an otherwise opaque material,an opening in the wall of a building (usually to admit light and air),an open space in the wall of a building (usually to admit light and air),tf_idfBNC_filt.window.n.3.txt,tf_idfBNC_filt.window.n.6.txt,0.9414732890268358
n,window.n.6,window.n.1,windowpane.n.1,window.n.1,a pane of glass in a window,a pane in a window,a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air,a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air,tf_idfBNC_filt.windowpane.n.1.txt,tf_idfBNC_filt.window.n.1.txt,0.6010553682179947
n,window.n.6,window.n.4,windowpane.n.1,window.n.4,a pane of glass in a window,a pane in a window,an opening that resembles a window in appearance or function,an opening that resembles a window in appearance or function,tf_idfBNC_filt.windowpane.n.1.txt,tf_idfBNC_filt.window.n.4.txt,0.793639750654428
n,window.n.6,window.n.7,windowpane.n.1,window.n.6,a pane of glass in a window,a pane in a window,an opening in the wall of a building (usually to admit light and air),an open space in the wall of a building (usually to admit light and air),tf_idfBNC_filt.windowpane.n.1.txt,tf_idfBNC_filt.window.n.6.txt,0.8309544331514513
n,window.n.1,window.n.4,window.n.1,window.n.4,a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air,a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air,an opening that resembles a window in appearance or function,an opening that resembles a window in appearance or function,tf_idfBNC_filt.window.n.1.txt,tf_idfBNC_filt.window.n.4.txt,0.9027472833685967
n,window.n.1,window.n.7,window.n.1,window.n.6,a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air,a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air,an opening in the wall of a building (usually to admit light and air),an open space in the wall of a building (usually to admit light and air),tf_idfBNC_filt.window.n.1.txt,tf_idfBNC_filt.window.n.6.txt,0.9023408817729772
n,window.n.4,window.n.7,window.n.4,window.n.6,an opening that resembles a window in appearance or function,an opening that resembles a window in appearance or function,an opening in the wall of a building (usually to admit light and air),an open space in the wall of a building (usually to admit light and air),tf_idfBNC_filt.window.n.4.txt,tf_idfBNC_filt.window.n.6.txt,0.9703542135910913
n,impediment.n.1,impediment.n.2,hindrance.n.1,obstruction.n.1,something immaterial that interferes with or delays action or progress,something immaterial that interferes with or delays action or progress,any structure that makes progress difficult,anything that makes progress difficult,tf_idfBNC_filt.hindrance.n.1.txt,tf_idfBNC_filt.obstruction.n.1.txt,0.9253736337738268
n,net.n.2,net.n.6,net.n.2,network.n.3,a trap made of netting to catch fish or birds or insects,a trap made of netting to catch fish or birds or insects,an open fabric of string or rope or wire woven together at regular intervals,an interconnected or intersecting configuration or system of components,tf_idfBNC_filt.net.n.2.txt,tf_idfBNC_filt.network.n.3.txt,0.9106765278507346
n,net.n.2,net.n.4,net.n.2,net.n.4,a trap made of netting to catch fish or birds or insects,a trap made of netting to catch fish or birds or insects,a goal lined with netting (as in soccer or hockey),a goal lined with netting (as in soccer or hockey),tf_idfBNC_filt.net.n.2.txt,tf_idfBNC_filt.net.n.4.txt,0.7549092352621984
n,net.n.2,net.n.5,net.n.2,net.n.5,a trap made of netting to catch fish or birds or insects,a trap made of netting to catch fish or birds or insects,game equipment consisting of a strip of netting dividing the playing area in tennis or badminton,a strip of netting dividing the playing area in tennis or badminton,tf_idfBNC_filt.net.n.2.txt,tf_idfBNC_filt.net.n.5.txt,0.9642603906093598
n,net.n.6,net.n.4,network.n.3,net.n.4,an open fabric of string or rope or wire woven together at regular intervals,an interconnected or intersecting configuration or system of components,a goal lined with netting (as in soccer or hockey),a goal lined with netting (as in soccer or hockey),tf_idfBNC_filt.network.n.3.txt,tf_idfBNC_filt.net.n.4.txt,0.4808703881170212
n,net.n.6,net.n.5,network.n.3,net.n.5,an open fabric of string or rope or wire woven together at regular intervals,an interconnected or intersecting configuration or system of components,game equipment consisting of a strip of netting dividing the playing area in tennis or badminton,a strip of netting dividing the playing area in tennis or badminton,tf_idfBNC_filt.network.n.3.txt,tf_idfBNC_filt.net.n.5.txt,0.834763661345759
n,net.n.4,net.n.5,net.n.4,net.n.5,a goal lined with netting (as in soccer or hockey),a goal lined with netting (as in soccer or hockey),game equipment consisting of a strip of netting dividing the playing area in tennis or badminton,a strip of netting dividing the playing area in tennis or badminton,tf_idfBNC_filt.net.n.4.txt,tf_idfBNC_filt.net.n.5.txt,0.8567137085871112
n,barrier.n.1,barrier.n.2,barrier.n.1,barrier.n.2,a structure or object that impedes free movement,a structure or object that impedes free movement,any condition that makes it difficult to make progress or to achieve an objective,any condition that makes it difficult to make progress or to achieve an objective,tf_idfBNC_filt.barrier.n.1.txt,tf_idfBNC_filt.barrier.n.2.txt,0.9269199540026514
n,barrier.n.1,barrier.n.3,barrier.n.1,barrier.n.3,a structure or object that impedes free movement,a structure or object that impedes free movement,anything serving to maintain separation by obstructing vision or access,anything serving to maintain separation by obstructing vision or access,tf_idfBNC_filt.barrier.n.1.txt,tf_idfBNC_filt.barrier.n.3.txt,0.8951805096003258
n,barrier.n.2,barrier.n.3,barrier.n.2,barrier.n.3,any condition that makes it difficult to make progress or to achieve an objective,any condition that makes it difficult to make progress or to achieve an objective,anything serving to maintain separation by obstructing vision or access,anything serving to maintain separation by obstructing vision or access,tf_idfBNC_filt.barrier.n.2.txt,tf_idfBNC_filt.barrier.n.3.txt,0.9557757691102167
n,chief.n.1,chief.n.2,head.n.4,foreman.n.1,a person who is in charge,a person who is in charge,a person who exercises control over workers,a person who exercises control over workers,tf_idfBNC_filt.head.n.4.txt,tf_idfBNC_filt.foreman.n.1.txt,0.7349778451390495
n,protocol.n.1,protocol.n.2,protocol.n.1,protocol.n.2,(computer science) rules determining the format and transmission of data,(computer science) rules determining the format and transmission of data,forms of ceremony and etiquette observed by diplomats and heads of state,forms of ceremony and etiquette observed by diplomats and heads of state,tf_idfBNC_filt.protocol.n.1.txt,tf_idfBNC_filt.protocol.n.2.txt,0.8587208874353577
n,protocol.n.1,protocol.n.3,protocol.n.1,protocol.n.3,(computer science) rules determining the format and transmission of data,(computer science) rules determining the format and transmission of data,code of correct conduct,code of correct conduct:,tf_idfBNC_filt.protocol.n.1.txt,tf_idfBNC_filt.protocol.n.3.txt,0.8941952220462812
n,protocol.n.2,protocol.n.3,protocol.n.2,protocol.n.3,forms of ceremony and etiquette observed by diplomats and heads of state,forms of ceremony and etiquette observed by diplomats and heads of state,code of correct conduct,code of correct conduct:,tf_idfBNC_filt.protocol.n.2.txt,tf_idfBNC_filt.protocol.n.3.txt,0.9271050491146017
n,profession.n.1,profession.n.2,profession.n.1,profession.n.2,the body of people in a learned occupation,the body of people in a learned occupation,an occupation requiring special education (especially in the liberal arts or sciences),an occupation requiring special education (especially in the liberal arts or sciences),tf_idfBNC_filt.profession.n.1.txt,tf_idfBNC_filt.profession.n.2.txt,0.9168506267145746
n,discourse.n.1,discourse.n.2,discourse.n.1,sermon.n.1,extended verbal expression in speech or writing,extended verbal expression in speech or writing,an address of a religious nature (usually delivered during a church service),an address of a religious nature (usually delivered during a church service),tf_idfBNC_filt.discourse.n.1.txt,tf_idfBNC_filt.sermon.n.1.txt,0.9209656858019082
n,discourse.n.1,discourse.n.3,discourse.n.1,discussion.n.1,extended verbal expression in speech or writing,extended verbal expression in speech or writing,an extended communication (often interactive) dealing with some particular topic,an extended communication (often interactive) dealing with some particular topic,tf_idfBNC_filt.discourse.n.1.txt,tf_idfBNC_filt.discussion.n.1.txt,0.8962637622359856
n,discourse.n.2,discourse.n.3,sermon.n.1,discussion.n.1,an address of a religious nature (usually delivered during a church service),an address of a religious nature (usually delivered during a church service),an extended communication (often interactive) dealing with some particular topic,an extended communication (often interactive) dealing with some particular topic,tf_idfBNC_filt.sermon.n.1.txt,tf_idfBNC_filt.discussion.n.1.txt,0.8932491101097149
n,camouflage.n.1,camouflage.n.3,disguise.n.1,camouflage.n.2,an outward semblance that misrepresents the true nature of something,an outward semblance that misrepresents the true nature of something,device or stratagem for concealment or deceit,device or stratagem for concealment or deceit,tf_idfBNC_filt.disguise.n.1.txt,tf_idfBNC_filt.camouflage.n.2.txt,0.6478301845511931
n,camouflage.n.1,camouflage.n.4,disguise.n.1,disguise.n.3,an outward semblance that misrepresents the true nature of something,an outward semblance that misrepresents the true nature of something,the act of concealing the identity of something by modifying its appearance,the act of concealing the identity of something by modifying its appearance,tf_idfBNC_filt.disguise.n.1.txt,tf_idfBNC_filt.disguise.n.3.txt,0.9636175486309774
n,camouflage.n.3,camouflage.n.4,camouflage.n.2,disguise.n.3,device or stratagem for concealment or deceit,device or stratagem for concealment or deceit,the act of concealing the identity of something by modifying its appearance,the act of concealing the identity of something by modifying its appearance,tf_idfBNC_filt.camouflage.n.2.txt,tf_idfBNC_filt.disguise.n.3.txt,0.7368919573989892
n,victim.n.1,victim.n.2,victim.n.1,victim.n.2,an unfortunate person who suffers from some adverse circumstance,an unfortunate person who suffers from some adverse circumstance,a person who is tricked or swindled,a person who is tricked or swindled,tf_idfBNC_filt.victim.n.1.txt,tf_idfBNC_filt.victim.n.2.txt,0.6968281822635904
n,camper.n.1,camper.n.2,camper.n.1,camper.n.2,someone living temporarily in a tent or lodge for recreation,someone living temporarily in a tent or lodge for recreation,a recreational vehicle equipped for camping out while traveling,a recreational vehicle equipped for camping out while traveling,tf_idfBNC_filt.camper.n.1.txt,tf_idfBNC_filt.camper.n.2.txt,0.94073532177821
n,rest.n.1,rest.n.2,remainder.n.1,ease.n.5,something left after other parts have been taken away,something left after other parts have been taken away,freedom from activity (work or strain or responsibility),freedom from activity (work or strain or responsibility),tf_idfBNC_filt.remainder.n.1.txt,tf_idfBNC_filt.ease.n.5.txt,0.8372793961832155
n,rest.n.1,rest.n.4,remainder.n.1,rest.n.4,something left after other parts have been taken away,something left after other parts have been taken away,a state of inaction,a state of inaction,tf_idfBNC_filt.remainder.n.1.txt,tf_idfBNC_filt.rest.n.4.txt,0.42817193804720977
n,rest.n.1,rest.n.5,remainder.n.1,rest.n.5,something left after other parts have been taken away,something left after other parts have been taken away,euphemisms for death (based on an analogy between lying in a bed and in a tomb),euphemisms for death (based on an analogy between lying in a bed and in a tomb),tf_idfBNC_filt.remainder.n.1.txt,tf_idfBNC_filt.rest.n.5.txt,0.49468385818403093
n,rest.n.1,rest.n.6,remainder.n.1,rest.n.6,something left after other parts have been taken away,something left after other parts have been taken away,a support on which things can be put,a support on which things can be put,tf_idfBNC_filt.remainder.n.1.txt,tf_idfBNC_filt.rest.n.6.txt,0.6928711928049873
n,rest.n.1,rest.n.7,remainder.n.1,rest.n.7,something left after other parts have been taken away,something left after other parts have been taken away,a musical notation indicating a silence of a specified duration,a musical notation indicating a silence of a specified duration,tf_idfBNC_filt.remainder.n.1.txt,tf_idfBNC_filt.rest.n.7.txt,0.6620656567600537
n,rest.n.2,rest.n.4,ease.n.5,rest.n.4,freedom from activity (work or strain or responsibility),freedom from activity (work or strain or responsibility),a state of inaction,a state of inaction,tf_idfBNC_filt.ease.n.5.txt,tf_idfBNC_filt.rest.n.4.txt,0.7699760939319724
n,rest.n.2,rest.n.5,ease.n.5,rest.n.5,freedom from activity (work or strain or responsibility),freedom from activity (work or strain or responsibility),euphemisms for death (based on an analogy between lying in a bed and in a tomb),euphemisms for death (based on an analogy between lying in a bed and in a tomb),tf_idfBNC_filt.ease.n.5.txt,tf_idfBNC_filt.rest.n.5.txt,0.7902189836735146
n,rest.n.2,rest.n.6,ease.n.5,rest.n.6,freedom from activity (work or strain or responsibility),freedom from activity (work or strain or responsibility),a support on which things can be put,a support on which things can be put,tf_idfBNC_filt.ease.n.5.txt,tf_idfBNC_filt.rest.n.6.txt,0.9368782289693193
n,rest.n.2,rest.n.7,ease.n.5,rest.n.7,freedom from activity (work or strain or responsibility),freedom from activity (work or strain or responsibility),a musical notation indicating a silence of a specified duration,a musical notation indicating a silence of a specified duration,tf_idfBNC_filt.ease.n.5.txt,tf_idfBNC_filt.rest.n.7.txt,0.9253639263459887
n,rest.n.4,rest.n.5,rest.n.4,rest.n.5,a state of inaction,a state of inaction,euphemisms for death (based on an analogy between lying in a bed and in a tomb),euphemisms for death (based on an analogy between lying in a bed and in a tomb),tf_idfBNC_filt.rest.n.4.txt,tf_idfBNC_filt.rest.n.5.txt,0.9115718587482116
n,rest.n.4,rest.n.6,rest.n.4,rest.n.6,a state of inaction,a state of inaction,a support on which things can be put,a support on which things can be put,tf_idfBNC_filt.rest.n.4.txt,tf_idfBNC_filt.rest.n.6.txt,0.7493675984403266
n,rest.n.4,rest.n.7,rest.n.4,rest.n.7,a state of inaction,a state of inaction,a musical notation indicating a silence of a specified duration,a musical notation indicating a silence of a specified duration,tf_idfBNC_filt.rest.n.4.txt,tf_idfBNC_filt.rest.n.7.txt,0.8246008701745143
n,rest.n.5,rest.n.6,rest.n.5,rest.n.6,euphemisms for death (based on an analogy between lying in a bed and in a tomb),euphemisms for death (based on an analogy between lying in a bed and in a tomb),a support on which things can be put,a support on which things can be put,tf_idfBNC_filt.rest.n.5.txt,tf_idfBNC_filt.rest.n.6.txt,0.8252390081311272
